Content ID,언어,제목,URL,파일 경로,현재 등급,D1,D2,D3,D4,D5,D6,실제 제품 CTA 여부,제품명,CTA 정확한 문구,CTA 위치,질환 또는 증상명,위험 문구,권장 조치,수정 우선순위,인간 결정 필요 여부,재분류 가능성
비타민B12-신경,ko,비타민 B12가 신경에 하는 일 — 메코발라민 vs 시아노코발라민 | NervLock,https://nervlocklab.com/blog/비타민B12-신경/,blog/비타민B12-신경/index.html,D,Y,N,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 메코발라민을 포함한 서포트 6종 + 커큐민·애플라핀® 핵심 성분 — 신경과 전문의가 직접 설계한 처방. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",(일반 영양/성분 교육),메코발라민을 포함한 서포트 6종 + 커큐민·애플라핀® 핵심 성분 — 신경과 전문의가 직접 설계한 처방. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),"2순위 (성분·영양 교육, 질환명 미포함)",Y,N (D1 제품 CTA 존재로 재분류 불가)
수면-기억력-집중력,ko,수면과 뇌 건강: 잠은 기억력과 집중력에 어떤 영향을 줄까? | NervLock,https://nervlocklab.com/blog/수면-기억력-집중력/,blog/수면-기억력-집중력/index.html,D,Y,Y,Y,Y,Y,Y,Y,Brain Energy,NervLock Brain Energy로 뇌 건강 루틴을 시작하세요 | 신경과 전문의가 설계한 포스파티딜세린 + rTG 오메가-3 — 뇌 건강에 필요한 핵심 성분 조합. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",기억력 저하,신경과 전문의가 설계한 포스파티딜세린 + rTG 오메가-3 — 뇌 건강에 필요한 핵심 성분 조합. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
신경-건강-음식,ko,신경 건강을 위해 조심해야 할 음식 5가지 | NervLock,https://nervlocklab.com/blog/신경-건강-음식/,blog/신경-건강-음식/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,"NervLock 너브케어로 신경 건강을 지원하세요 | 식습관 관리와 함께, 신경과 전문의가 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 접근. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기","author-card 직후, related 섹션 직전 (.cta-banner 블록)",말초신경/신경통,"식습관 관리와 함께, 신경과 전문의가 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 접근. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.",CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
알파리포산,ko,"알파리포산(ALA), 왜 신경 건강에 주목받는가 | NervLock",https://nervlocklab.com/blog/알파리포산/,blog/알파리포산/index.html,D,Y,N,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | R-알파리포산을 포함한 서포트 6종 + 커큐민·애플라핀® 핵심 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",(일반 영양/성분 교육),R-알파리포산을 포함한 서포트 6종 + 커큐민·애플라핀® 핵심 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),"2순위 (성분·영양 교육, 질환명 미포함)",Y,N (D1 제품 CTA 존재로 재분류 불가)
야간-신경-불편감,ko,왜 밤에 신경 불편감이 심해지는가 | NervLock,https://nervlocklab.com/blog/야간-신경-불편감/,blog/야간-신경-불편감/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 기반 접근. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",말초신경/신경통,신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 기반 접근. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
자율신경-무너졌을때,ko,자율신경이 무너졌을 때 — 몸이 보내는 신호들 | NervLock,https://nervlocklab.com/blog/자율신경-무너졌을때/,blog/자율신경-무너졌을때/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",자율신경,신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
치매-10년전-신호,ko,치매는 갑자기 오지 않는다 — 10년 전부터 시작되는 뇌의 변화 | NervLock,https://nervlocklab.com/blog/치매-10년전-신호/,blog/치매-10년전-신호/index.html,D,Y,Y,Y,Y,Y,Y,Y,Brain Energy,NervLock Brain Energy로 뇌 건강 루틴을 시작하세요 | 신경과 전문의가 설계한 포스파티딜세린 + rTG 오메가-3 — 뇌 건강에 필요한 핵심 성분 조합. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",치매,신경과 전문의가 설계한 포스파티딜세린 + rTG 오메가-3 — 뇌 건강에 필요한 핵심 성분 조합. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
치매-위험-생활습관,ko,치매 위험을 높이는 생활습관 7가지 — 신경과 전문의가 정리한 수정 가능한 위험인자 | NervLock,https://nervlocklab.com/blog/치매-위험-생활습관/,blog/치매-위험-생활습관/index.html,D,Y,Y,Y,Y,Y,Y,Y,Brain Energy,NervLock Brain Energy로 뇌 건강 루틴을 시작하세요 | 신경과 전문의가 설계한 포스파티딜세린 + rTG 오메가-3 — 뇌 건강에 필요한 핵심 성분 조합. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",치매,신경과 전문의가 설계한 포스파티딜세린 + rTG 오메가-3 — 뇌 건강에 필요한 핵심 성분 조합. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
파킨슨-REM수면장애,ko,파킨슨과 수면 — REM수면행동장애 깊게 파기 | NervLock,https://nervlocklab.com/blog/파킨슨-REM수면장애/,blog/파킨슨-REM수면장애/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",파킨슨병,신경과 전문의가 직접 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
파킨슨-글루타치온,ko,"글루타치온 수액, 파킨슨에 도움이 될까? | NervLock",https://nervlocklab.com/blog/파킨슨-글루타치온/,blog/파킨슨-글루타치온/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",파킨슨병,신경과 전문의가 직접 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
파킨슨-변비,ko,파킨슨 환자의 변비 — 물 많이 드세요로는 해결되지 않습니다 | NervLock,https://nervlocklab.com/blog/파킨슨-변비/,blog/파킨슨-변비/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",파킨슨병,신경과 전문의가 직접 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
파킨슨-보호자,ko,파킨슨 보호자가 꼭 알아야 할 것들 | NervLock,https://nervlocklab.com/blog/파킨슨-보호자/,blog/파킨슨-보호자/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",파킨슨병,신경과 전문의가 직접 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
파킨슨-약물치료,ko,"파킨슨 약물 관리, 어떻게 시작하고 어떻게 이해해야 할까 | NervLock",https://nervlocklab.com/blog/파킨슨-약물치료/,blog/파킨슨-약물치료/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",파킨슨병,신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
파킨슨-운동치료,ko,파킨슨병과 운동 — 신경과 전문의가 운동을 처방하는 이유 | NervLock,https://nervlocklab.com/blog/파킨슨-운동치료/,blog/파킨슨-운동치료/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",파킨슨병,신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
파킨슨-원인-도파민,ko,"파킨슨병은 왜 생기는가 — 도파민, 루이소체, 신경 염증 | NervLock",https://nervlocklab.com/blog/파킨슨-원인-도파민/,blog/파킨슨-원인-도파민/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",파킨슨병,신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
파킨슨-이상운동증,ko,파킨슨 약을 먹는데 몸이 저절로 움직여요 — 이상운동증 이야기 | NervLock,https://nervlocklab.com/blog/파킨슨-이상운동증/,blog/파킨슨-이상운동증/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",파킨슨병,신경과 전문의가 직접 설계한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 가장 근거 있는 두 가지 성분. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
파킨슨-초기증상,ko,파킨슨병 초기 신호 5가지 — 손이 떨리기 전에 몸이 먼저 말합니다 | NervLock,https://nervlocklab.com/blog/파킨슨-초기증상/,blog/파킨슨-초기증상/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",파킨슨병,신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
파킨슨-통증,ko,파킨슨 환자의 통증을 나이 탓으로만 돌리지 마세요 | NervLock,https://nervlocklab.com/blog/파킨슨-통증/,blog/파킨슨-통증/index.html,D,Y,Y,Y,Y,Y,Y,Y,NervLock Nerve Care/너브케어,NervLock 너브케어로 신경 건강을 지원하세요 | 신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",파킨슨병; 통증,신경과 전문의가 직접 처방한 커큐민 + 애플라핀® — 신경 염증 균형을 위한 근거 있는 이중 경로 설계. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
포스파티딜세린-기억력,ko,"포스파티딜세린(PS), 왜 기억력에 주목받는가 | NervLock",https://nervlocklab.com/blog/포스파티딜세린-기억력/,blog/포스파티딜세린-기억력/index.html,D,Y,Y,Y,Y,Y,Y,Y,Brain Energy,NervLock Brain Energy로 뇌 건강 루틴을 시작하세요 | 신경과 전문의가 설계한 포스파티딜세린(PS) 포함 뇌 건강 영양 루틴. / 식약처 인정 기능성 원료를 중심으로 구성된 NervLock Brain Energy가 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",기억력 저하,신경과 전문의가 설계한 포스파티딜세린(PS) 포함 뇌 건강 영양 루틴. / 식약처 인정 기능성 원료를 중심으로 구성된 NervLock Brain Energy가 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
호모시스테인-치매-B비타민,ko,호모시스테인과 뇌 — 치매 위험과 B군 비타민의 관계 | NervLock,https://nervlocklab.com/blog/호모시스테인-치매-B비타민/,blog/호모시스테인-치매-B비타민/index.html,D,Y,Y,Y,Y,Y,Y,Y,Brain Energy,NervLock Brain Energy로 뇌 건강 루틴을 시작하세요 | 비타민 B12·엽산·B6를 포함한 서포트 성분 — 호모시스테인 대사 지원에 필요한 조합. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다. | 버튼: 출시 알림 신청하기,"author-card 직후, related 섹션 직전 (.cta-banner 블록)",치매,비타민 B12·엽산·B6를 포함한 서포트 성분 — 호모시스테인 대사 지원에 필요한 조합. / NervLock 브랜드의 첫 번째 제품이 곧 출시됩니다.,CTA 배너(.cta-banner) 제거 또는 보류 — 제품명(Nerve Care/Brain Energy) 확정 전까지 재게시 금지 / 질환·증상 교육 본문과 제품 홍보 분리 배치(재도입 시) / 의료 검수자·검토일 필드 보완(신형 템플릿 기준) / hreflang·구조화 데이터는 제품명 이슈 해결 후 별도 진행(D6),1순위 (질환·증상명 직접 연결),Y,N (D1 제품 CTA 존재로 재분류 불가)
